label,smoothwin,epochs,stable_epochs,std_e,std_n,std_u,rms_e,rms_n,rms_u,stable_std_e,stable_std_n,stable_std_u,stable_rms_e,stable_rms_n,stable_rms_u
geop_smoothwin_0,0,81,51,6.87391216421917,11.4687237660743,19.1603242974291,6.83134883135856,11.3977093138265,19.0416833777744,5.9563180290017,11.8062129045801,20.8664407476852,5.93688763990933,12.225241879957,20.7016882385757
geop_smoothwin_30,30,81,51,6.87391216421917,11.4687237660743,19.1603242974291,6.83134883135856,11.3977093138265,19.0416833777744,5.9563180290017,11.8062129045801,20.8664407476852,5.93688763990933,12.225241879957,20.7016882385757
