label,smoothwin,epochs,stable_epochs,std_e,std_n,std_u,rms_e,rms_n,rms_u,stable_std_e,stable_std_n,stable_std_u,stable_rms_e,stable_rms_n,stable_rms_u
rtk_smoothwin_0,0,115,85,0.00272845984384794,0.00449359497118353,0.010443719933107,0.00271657107337827,0.00447401494352836,0.0103982133116993,0.00273179781788787,0.00483737562909017,0.0112932818828831,0.00272463907493877,0.00483488483470281,0.0112268613230652
rtk_smoothwin_30,30,115,85,0.00273771969151082,0.00463717544891399,0.0115186981609314,0.00272579057292874,0.00461696979528614,0.0114685075162496,0.00273919242931139,0.00501262103858895,0.0126420762708091,0.00273283319042669,0.00501009325754271,0.0125675544300494
